Last Activity Date,部署,Display Name,Meeting Created Count の合計,Read Count の合計,Receive Count の合計,Meeting Interacted Count の合計,Report Period の合計
2022/12/23 0:00,その他,ユーザー1866,1,945,1247,2,180
2022/12/16 0:00,その他,ユーザー1889,1,38,566,1,180
2022/12/23 0:00,その他,ユーザー1905,1,1678,1640,3,180
2022/12/23 0:00,その他,ユーザー1937,1,1741,1516,0,180
2022/12/23 0:00,その他,ユーザー1939,1,12055,13058,1,180
2022/12/23 0:00,その他,ユーザー1973,1,1162,1491,5,180
2022/12/23 0:00,その他,ユーザー1984,1,4001,4496,0,180
2022/12/23 0:00,その他,ユーザー1989,1,306,1844,0,180
2022/12/23 0:00,その他,ユーザー2024,1,360,281,5,180
2022/12/23 0:00,その他,ユーザー2033,1,804,692,0,180
2022/12/23 0:00,その他,ユーザー2047,1,178,198,0,180
2022/12/23 0:00,その他,ユーザー2053,1,351,278,0,180
2022/12/24 0:00,その他,ユーザー2082,1,2445,2287,19,180
2022/12/23 0:00,その他,ユーザー2083,1,292,616,0,180
2022/12/23 0:00,その他,ユーザー2103,1,3248,4073,0,180
2022/12/21 0:00,その他,ユーザー2105,1,1023,1115,4,180
2022/12/23 0:00,その他,ユーザー2123,1,1334,1320,0,180
2022/12/23 0:00,その他,ユーザー2178,1,1700,1681,1,180
2022/12/23 0:00,その他,ユーザー2215,1,2043,2312,2,180
2022/12/23 0:00,その他,ユーザー2220,1,3617,3903,0,180
2022/12/23 0:00,その他,ユーザー2244,1,1058,980,2,180
2022/12/23 0:00,その他,ユーザー2246,1,560,544,0,180
2022/12/23 0:00,その他,ユーザー2263,1,836,692,3,180
2022/12/23 0:00,その他,ユーザー2320,1,432,484,0,180
2022/12/23 0:00,その他,ユーザー2350,1,1466,1441,0,180
2022/12/23 0:00,その他,ユーザー2361,1,497,721,1,180
2022/12/23 0:00,その他,ユーザー2371,1,304,293,0,180
2022/12/23 0:00,その他,ユーザー2382,1,529,471,0,180
2022/12/23 0:00,その他,ユーザー2408,1,1801,1705,2,180
2022/12/23 0:00,その他,ユーザー2420,1,534,576,1,180
2022/12/23 0:00,その他,ユーザー2424,1,1988,1934,0,180
2022/12/23 0:00,その他,ユーザー2432,1,354,360,1,180
2022/12/23 0:00,その他,ユーザー2438,1,3675,4292,48,180
2022/12/23 0:00,その他,ユーザー2463,1,240,297,1,180
2022/12/23 0:00,その他,ユーザー2529,1,8298,8558,9,180
2022/12/24 0:00,その他,ユーザー2533,1,3680,4268,9,180
2022/12/23 0:00,その他,ユーザー2540,1,704,851,3,180
2022/12/23 0:00,その他,ユーザー2545,1,273,265,1,180
2022/12/23 0:00,その他,ユーザー2546,1,4420,2689,11,180
2022/12/24 0:00,その他,ユーザー2559,1,1170,1097,0,180
2022/12/23 0:00,その他,ユーザー2586,1,1538,1402,0,180
2022/12/22 0:00,その他,ユーザー2587,1,24,72,0,180
2022/12/24 0:00,その他,ユーザー2595,1,5467,6089,0,180
2022/12/23 0:00,その他,ユーザー2607,1,324,262,1,180
2022/12/24 0:00,その他,ユーザー2615,1,988,1172,1,180
2022/12/23 0:00,その他,ユーザー2700,1,654,917,0,180
2022/12/22 0:00,その他,ユーザー2704,1,169,1612,5,180
2022/12/23 0:00,その他,ユーザー2713,1,769,943,0,180
2022/12/23 0:00,その他,ユーザー2731,1,748,734,0,180
2022/12/23 0:00,その他,ユーザー2819,1,1350,1323,0,180
2022/12/23 0:00,その他,ユーザー2857,1,4400,3583,1,180
2022/12/23 0:00,その他,ユーザー2868,1,2100,2003,0,180
2022/12/23 0:00,その他,ユーザー2876,1,3970,3981,13,180
2022/12/23 0:00,その他,ユーザー2880,1,2401,2392,6,180
2022/12/22 0:00,その他,ユーザー2939,1,1305,2215,5,180
2022/12/23 0:00,その他,ユーザー2941,1,3412,2899,7,180
2022/12/23 0:00,その他,ユーザー2957,1,235,327,1,180
2022/12/23 0:00,その他,ユーザー2967,1,904,838,0,180
2022/12/23 0:00,その他,ユーザー2971,1,3133,3102,0,180
2022/12/23 0:00,その他,ユーザー2972,1,289,302,1,180
2022/11/1 0:00,その他,ユーザー2985,1,5,625,0,180
2022/12/23 0:00,その他,ユーザー3004,1,1346,1480,1,180
2022/12/24 0:00,その他,ユーザー3014,1,3129,4257,50,180
2022/12/23 0:00,その他,ユーザー3036,1,772,406,0,180
2022/12/23 0:00,その他,ユーザー3092,1,394,350,1,180
2022/12/20 0:00,その他,ユーザー3115,1,590,621,0,180
2022/12/23 0:00,その他,ユーザー3116,1,977,965,2,180
2022/12/23 0:00,その他,ユーザー3124,1,689,641,0,180
2022/12/23 0:00,その他,ユーザー3132,1,201,224,0,180
2022/12/23 0:00,その他,ユーザー3135,1,215,269,0,180
2022/12/23 0:00,その他,ユーザー3149,1,1610,1679,1,180
2022/12/23 0:00,その他,ユーザー3162,1,471,449,6,180
2022/12/23 0:00,その他,ユーザー3173,1,2617,2443,0,180
2022/12/23 0:00,その他,ユーザー3198,1,2879,2992,1,180
2022/7/6 0:00,その他,ユーザー3216,1,652,1686,4,180
2022/12/23 0:00,その他,ユーザー3255,1,1325,1050,1,180
2022/12/23 0:00,その他,ユーザー3318,1,404,400,0,180
2022/12/23 0:00,その他,ユーザー3345,1,2348,2426,0,180
2022/12/23 0:00,その他,ユーザー3391,1,467,401,0,180
2022/12/22 0:00,その他,ユーザー3393,1,1675,1570,0,180
2022/12/23 0:00,その他,ユーザー3425,1,1619,1608,1,180
2022/12/23 0:00,その他,ユーザー3451,1,1457,4280,2,180
2022/12/24 0:00,その他,ユーザー3455,1,184,225,0,180
2022/12/22 0:00,その他,ユーザー3457,1,351,332,1,180
2022/12/23 0:00,その他,ユーザー3466,1,1078,1267,3,180
2022/12/23 0:00,その他,ユーザー3471,1,251,253,0,180
2022/12/23 0:00,その他,ユーザー3512,1,861,1921,0,180
2022/12/23 0:00,その他,ユーザー3528,1,365,368,2,180
2022/12/23 0:00,その他,ユーザー3593,1,4975,5073,1,180
2022/12/24 0:00,その他,ユーザー3612,1,2178,3555,0,180
2022/12/23 0:00,その他,ユーザー3620,1,818,845,0,180
2022/12/23 0:00,その他,ユーザー3636,1,369,807,0,180
2022/12/23 0:00,その他,ユーザー3638,1,1595,1744,6,180
2022/12/23 0:00,その他,ユーザー3646,1,397,381,0,180
2022/12/23 0:00,その他,ユーザー3653,1,808,884,0,180
2022/12/23 0:00,その他,ユーザー3654,1,3227,3145,0,180
2022/12/23 0:00,その他,ユーザー3691,1,3115,3081,1,180
2022/12/23 0:00,その他,ユーザー3711,1,2153,2061,13,180
2022/12/23 0:00,その他,ユーザー3718,1,1430,1374,0,180
2022/9/30 0:00,その他,ユーザー3720,1,137,141,1,180
2022/12/24 0:00,その他,ユーザー3730,1,1487,1371,2,180
2022/12/23 0:00,その他,ユーザー3735,1,857,837,0,180
2022/12/23 0:00,その他,ユーザー3738,1,2146,2453,0,180
2022/9/30 0:00,その他,ユーザー3764,1,496,6622,6,180
2022/12/22 0:00,その他,ユーザー3777,1,792,803,0,180
2022/12/23 0:00,その他,ユーザー3804,1,589,552,1,180
2022/12/24 0:00,その他,ユーザー3823,1,1001,886,29,180
2022/12/23 0:00,その他,ユーザー3824,1,1158,1081,0,180
2022/12/23 0:00,その他,ユーザー3842,1,140,214,0,180
2022/12/23 0:00,その他,ユーザー3894,1,1182,2527,1,180
2022/12/23 0:00,その他,ユーザー3907,1,2305,2280,0,180
2022/12/23 0:00,その他,ユーザー3912,1,440,442,0,180
2022/12/24 0:00,その他,ユーザー3914,1,436,453,0,180
2022/12/24 0:00,その他,ユーザー3918,1,467,412,5,180
2022/12/23 0:00,その他,ユーザー3955,1,598,632,0,180
2022/12/23 0:00,その他,ユーザー3964,1,4517,3820,0,180
2022/12/23 0:00,その他,ユーザー3966,1,2491,2161,25,180
2022/12/23 0:00,その他,ユーザー3993,1,1758,1825,3,180
2022/12/24 0:00,その他,ユーザー4008,1,2372,2766,4,180
2022/12/23 0:00,その他,ユーザー4028,1,954,858,2,180
2022/12/22 0:00,その他,ユーザー4044,1,1185,1048,0,180
2022/12/24 0:00,その他,ユーザー4082,1,1436,1521,0,180
2022/12/23 0:00,その他,ユーザー4110,1,1472,2989,0,180
2022/12/23 0:00,その他,ユーザー4111,1,2789,2737,2,180
2022/12/23 0:00,その他,ユーザー4113,1,1448,2014,1,180
2022/12/23 0:00,その他,ユーザー4117,1,1482,1501,0,180
2022/12/23 0:00,その他,ユーザー4134,1,378,368,0,180
2022/12/23 0:00,その他,ユーザー4150,1,1511,1529,2,180
2022/12/23 0:00,その他,ユーザー4164,1,468,446,1,180
2022/12/23 0:00,その他,ユーザー4177,1,336,333,0,180
2022/12/23 0:00,その他,ユーザー4181,1,1109,1098,0,180
2022/12/23 0:00,その他,ユーザー4204,1,260,271,0,180
2022/12/23 0:00,その他,ユーザー4210,1,2460,2511,0,180
2022/12/24 0:00,その他,ユーザー4237,1,2066,1024,0,180
2022/12/24 0:00,その他,ユーザー4255,1,372,400,0,180
2022/10/27 0:00,その他,ユーザー4277,1,42,42,0,180
2022/12/24 0:00,その他,ユーザー4289,1,1078,1050,0,180
2022/12/24 0:00,その他,ユーザー4294,1,785,806,0,180
2022/6/30 0:00,その他,ユーザー4332,1,438,1250,1,180
2022/12/23 0:00,その他,ユーザー4344,1,162,162,0,180
2022/12/23 0:00,その他,ユーザー4394,1,781,788,0,180
2022/12/23 0:00,その他,ユーザー4409,1,2543,3718,0,180
2022/12/23 0:00,その他,ユーザー4411,1,3630,3468,1,180
2022/12/23 0:00,その他,ユーザー4422,1,454,2848,18,180
2022/12/22 0:00,その他,ユーザー4547,1,974,2216,48,180
2022/12/23 0:00,その他,ユーザー4558,1,1328,1446,0,180
2022/12/23 0:00,その他,ユーザー4568,1,425,480,2,180
2022/12/23 0:00,その他,ユーザー4572,1,1660,1727,0,180
2022/12/23 0:00,その他,ユーザー4574,1,317,411,0,180
2022/12/23 0:00,その他,ユーザー4577,1,1106,1089,0,180
2022/12/23 0:00,その他,ユーザー4593,1,596,643,0,180
2022/12/23 0:00,その他,ユーザー4622,1,640,619,0,180
2022/12/23 0:00,その他,ユーザー4633,1,200,204,4,180
2022/12/23 0:00,その他,ユーザー4642,1,924,917,2,180
2022/12/23 0:00,その他,ユーザー4750,1,2348,2301,0,180
2022/12/23 0:00,その他,ユーザー4767,1,200,153,3,180
2022/12/23 0:00,その他,ユーザー4769,1,262,258,0,180
2022/12/24 0:00,その他,ユーザー4792,1,1749,1757,0,180
2022/12/23 0:00,その他,ユーザー4795,1,1181,1350,0,180
2022/12/22 0:00,その他,ユーザー4803,1,1520,1305,0,180
2022/12/23 0:00,その他,ユーザー4812,1,1554,1515,0,180
2022/12/23 0:00,その他,ユーザー4833,1,705,881,2,180
2022/12/23 0:00,その他,ユーザー4836,1,151,162,1,180
2022/12/23 0:00,その他,ユーザー4846,1,1144,1151,5,180
2022/12/23 0:00,その他,ユーザー4850,1,2162,2353,3,180
2022/12/24 0:00,その他,ユーザー4909,1,519,515,0,180
2022/12/23 0:00,その他,ユーザー4912,1,757,725,2,180
2022/12/23 0:00,その他,ユーザー4929,1,18135,17723,0,180
2022/12/23 0:00,その他,ユーザー4964,1,4570,4973,0,180
2022/12/23 0:00,その他,ユーザー4971,1,9527,11712,0,180
2022/6/30 0:00,その他,ユーザー5005,1,119,703,3,180
2022/12/23 0:00,その他,ユーザー5024,1,1447,2664,0,180
2022/12/23 0:00,その他,ユーザー5049,1,3368,3670,0,180
2022/12/23 0:00,その他,ユーザー5052,1,818,829,0,180
2022/12/23 0:00,その他,ユーザー5116,1,2344,2498,0,180
2022/12/23 0:00,その他,ユーザー5137,1,2591,2684,4,180
2022/12/24 0:00,その他,ユーザー5154,1,2950,3295,7,180
2022/12/23 0:00,その他,ユーザー5168,1,181,188,1,180
2022/12/23 0:00,その他,ユーザー5172,1,1246,1021,2,180
2022/12/23 0:00,その他,ユーザー5173,1,911,1655,0,180
2022/12/23 0:00,その他,ユーザー5174,1,597,694,0,180
2022/12/23 0:00,その他,ユーザー5175,1,219,351,0,180
2022/12/23 0:00,その他,ユーザー5176,1,846,993,4,180
2022/12/22 0:00,その他,ユーザー5186,1,1649,3041,1,180
2022/12/23 0:00,その他,ユーザー5195,1,492,405,0,180
2022/12/23 0:00,その他,ユーザー5196,1,1237,1920,0,180
2022/12/23 0:00,その他,ユーザー5215,1,1804,2275,5,180
2022/12/23 0:00,その他,ユーザー5216,1,1931,1718,1,180
2022/12/23 0:00,その他,ユーザー5253,1,190,190,2,180
2022/12/22 0:00,その他,ユーザー5258,1,1341,1444,1,180
2022/12/23 0:00,その他,ユーザー5274,1,1100,1082,0,180
2022/12/23 0:00,その他,ユーザー5288,1,3606,3766,0,180
2022/12/23 0:00,その他,ユーザー5323,1,149,159,1,180
2022/12/23 0:00,その他,ユーザー5338,1,5340,4615,59,180
2022/12/24 0:00,その他,ユーザー5344,1,1127,1157,1,180
2022/12/23 0:00,その他,ユーザー5346,1,1487,1557,0,180
2022/12/23 0:00,その他,ユーザー5410,1,863,908,0,180
2022/12/24 0:00,その他,ユーザー5412,1,1997,3774,1,180
2022/12/24 0:00,その他,ユーザー5416,1,1954,1919,6,180
2022/12/23 0:00,その他,ユーザー5431,1,703,694,1,180
2022/12/23 0:00,その他,ユーザー5441,1,6451,8800,0,180
2022/12/23 0:00,その他,ユーザー5463,1,1384,1189,0,180
2022/12/23 0:00,その他,ユーザー5496,1,352,364,1,180
2022/12/22 0:00,その他,ユーザー5513,1,1761,1810,2,180
2022/12/23 0:00,その他,ユーザー5518,1,1424,1377,1,180
2022/8/24 0:00,その他,ユーザー5521,1,11,361,1,180
2022/12/23 0:00,その他,ユーザー5530,1,866,885,0,180
2022/12/23 0:00,その他,ユーザー5536,1,262,296,0,180
2022/12/23 0:00,その他,ユーザー5544,1,192,215,0,180
2022/12/23 0:00,その他,ユーザー5549,1,255,733,0,180
2022/12/24 0:00,その他,ユーザー5559,1,2575,2312,1,180
2022/12/23 0:00,その他,ユーザー5587,1,859,857,2,180
2022/12/23 0:00,その他,ユーザー5596,1,965,915,1,180
2022/12/23 0:00,その他,ユーザー5605,1,171,182,1,180
2022/12/23 0:00,その他,ユーザー5641,1,1744,1546,9,180
2022/12/23 0:00,その他,ユーザー5642,1,1305,1508,0,180
2022/12/23 0:00,その他,ユーザー5717,1,276,266,0,180
2022/12/23 0:00,その他,ユーザー5747,1,386,364,0,180
2022/12/23 0:00,その他,ユーザー5763,1,1431,2128,5,180
2022/12/23 0:00,その他,ユーザー5814,1,1531,2271,9,180
2022/12/23 0:00,その他,ユーザー5819,1,2786,2623,0,180
2022/12/23 0:00,その他,ユーザー5828,1,337,258,1,180
2022/8/30 0:00,その他,ユーザー5850,1,12,429,5,180
2022/12/24 0:00,その他,ユーザー5863,1,868,944,1,180
2022/12/23 0:00,その他,ユーザー5866,1,839,775,2,180
2022/12/23 0:00,その他,ユーザー5884,1,8861,11377,34,180
2022/12/23 0:00,その他,ユーザー5890,1,237,323,0,180
2022/12/23 0:00,その他,ユーザー5891,1,799,2006,4,180
2022/12/23 0:00,その他,ユーザー5914,1,310,312,1,180
2022/12/23 0:00,その他,ユーザー5918,1,918,940,1,180
2022/12/23 0:00,その他,ユーザー5923,1,879,827,1,180
2022/12/22 0:00,その他,ユーザー5930,1,3116,4049,0,180
2022/12/23 0:00,その他,ユーザー5931,1,365,377,15,180
2022/12/24 0:00,その他,ユーザー5948,1,627,612,0,180
2022/12/23 0:00,その他,ユーザー5953,1,1228,1144,0,180
2022/12/24 0:00,その他,ユーザー5956,1,2426,2415,0,180
2022/12/23 0:00,その他,ユーザー5980,1,189,189,0,180
2022/12/23 0:00,その他,ユーザー5998,1,274,258,2,180
2022/12/24 0:00,その他,ユーザー6021,1,419,424,0,180
2022/7/1 0:00,その他,ユーザー6033,1,196,4155,0,180
2022/12/23 0:00,その他,ユーザー6076,1,576,752,2,180
2022/12/24 0:00,その他,ユーザー6090,1,4994,5993,4,180
2022/12/23 0:00,その他,ユーザー6103,1,316,295,0,180
2022/12/22 0:00,その他,ユーザー6114,1,690,661,2,180
2022/12/23 0:00,その他,ユーザー6121,1,6417,6385,47,180
2022/12/23 0:00,その他,ユーザー6142,1,165,163,0,180
2022/12/23 0:00,その他,ユーザー6175,1,912,787,1,180
2022/12/23 0:00,その他,ユーザー6205,1,631,611,0,180
2022/12/23 0:00,その他,ユーザー6219,1,3403,7475,0,180
2022/12/23 0:00,その他,ユーザー6237,1,2668,2562,0,180
2022/12/23 0:00,その他,ユーザー6312,1,5515,6158,4,180
2022/12/16 0:00,その他,ユーザー6342,1,67,96,0,180
2022/12/23 0:00,その他,ユーザー6346,1,1,7116,0,180
2022/12/24 0:00,その他,ユーザー6349,1,1430,1521,1,180
2022/12/22 0:00,その他,ユーザー6362,1,1477,1276,1,180
2022/12/23 0:00,その他,ユーザー6365,1,83,196,0,180
2022/12/23 0:00,その他,ユーザー6380,1,173,177,4,180
2022/12/23 0:00,その他,ユーザー6409,1,2755,2772,1,180
2022/12/22 0:00,その他,ユーザー6432,1,535,1182,3,180
2022/12/23 0:00,その他,ユーザー6445,1,1518,1579,0,180
2022/12/23 0:00,その他,ユーザー6455,1,6255,7238,0,180
2022/12/23 0:00,その他,ユーザー6469,1,508,466,3,180
2022/12/23 0:00,その他,ユーザー6491,1,1965,2245,3,180
2022/12/23 0:00,その他,ユーザー6519,1,2953,3321,0,180
2022/12/23 0:00,その他,ユーザー6531,1,732,705,28,180
2022/12/23 0:00,その他,ユーザー6535,1,1015,979,1,180
2022/12/23 0:00,その他,ユーザー6541,1,5275,6492,151,180
2022/12/23 0:00,その他,ユーザー6551,1,283,324,1,180
2022/12/23 0:00,その他,ユーザー6572,1,6057,5787,0,180
2022/12/23 0:00,その他,ユーザー6595,1,528,525,0,180
2022/12/23 0:00,その他,ユーザー6607,1,4600,4139,0,180
2022/12/23 0:00,その他,ユーザー6614,1,222,213,4,180
2022/12/23 0:00,その他,ユーザー6673,1,857,869,0,180
2022/12/23 0:00,その他,ユーザー6724,1,1205,1189,12,180
2022/12/23 0:00,その他,ユーザー6750,1,925,1029,0,180
2022/12/23 0:00,その他,ユーザー6798,1,5817,5186,18,180
2022/12/23 0:00,その他,ユーザー6804,1,838,909,0,180
2022/12/23 0:00,その他,ユーザー6840,1,1708,2119,0,180
2022/12/23 0:00,その他,ユーザー6848,1,1681,3154,0,180
2022/12/23 0:00,その他,ユーザー6861,1,495,765,0,180
2022/12/24 0:00,その他,ユーザー6866,1,1097,1083,0,180
2022/12/24 0:00,その他,ユーザー6872,1,2252,3004,0,180
2022/12/23 0:00,その他,ユーザー6887,1,1682,2401,0,180
2022/12/22 0:00,その他,ユーザー6919,1,103,584,0,180
2022/12/22 0:00,その他,ユーザー6954,1,767,693,0,180
2022/12/23 0:00,その他,ユーザー6985,1,2313,2294,0,180
2022/12/23 0:00,その他,ユーザー6987,1,1273,1267,2,180
2022/12/22 0:00,その他,ユーザー7088,1,595,724,0,180
2022/12/23 0:00,その他,ユーザー7116,1,2481,3231,0,180
2022/12/23 0:00,その他,ユーザー7125,1,268,266,1,180
2022/12/23 0:00,その他,ユーザー7149,1,170,274,0,180
2022/12/16 0:00,その他,ユーザー7154,1,423,605,1,180
2022/12/23 0:00,その他,ユーザー7166,1,2694,2598,0,180
2022/12/23 0:00,その他,ユーザー7182,1,1886,1747,2,180
2022/12/23 0:00,その他,ユーザー7202,1,355,352,0,180
2022/12/23 0:00,その他,ユーザー7226,1,288,314,0,180
2022/12/23 0:00,その他,ユーザー7232,1,601,1075,0,180
2022/12/23 0:00,その他,ユーザー7296,1,727,669,0,180
2022/12/23 0:00,その他,ユーザー7306,1,2275,2300,4,180
2022/12/23 0:00,その他,ユーザー7327,1,702,654,0,180
2022/12/24 0:00,その他,ユーザー7375,1,7452,7555,10,180
2022/12/23 0:00,その他,ユーザー7403,1,3584,4370,1,180
2022/12/23 0:00,その他,ユーザー7409,1,2832,2798,1,180
2022/12/23 0:00,その他,ユーザー7410,1,1562,1221,0,180
2022/12/23 0:00,その他,ユーザー7541,1,1460,1616,2,180
2022/12/23 0:00,その他,ユーザー7549,1,1663,2050,57,180
2022/12/23 0:00,その他,ユーザー7554,1,1137,1179,0,180
2022/12/24 0:00,その他,ユーザー7567,1,4755,1862,1,180
2022/12/23 0:00,その他,ユーザー7594,1,1509,1495,1,180
2022/12/23 0:00,その他,ユーザー7602,1,2388,2405,0,180
2022/12/23 0:00,その他,ユーザー7612,1,242,281,0,180
2022/12/23 0:00,その他,ユーザー7661,1,488,400,2,180
2022/12/23 0:00,その他,ユーザー7682,1,857,1610,0,180
2022/12/24 0:00,その他,ユーザー7684,1,1029,1350,2,180
2022/12/23 0:00,その他,ユーザー7709,1,201,268,0,180
2022/12/23 0:00,その他,ユーザー7740,1,1091,1062,4,180
2022/12/23 0:00,その他,ユーザー7746,1,696,710,1,180
2022/12/23 0:00,その他,ユーザー7753,1,907,960,1,180
2022/12/23 0:00,その他,ユーザー7761,1,1040,1013,0,180
2022/12/23 0:00,その他,ユーザー7763,1,3457,3484,6,180
2022/12/14 0:00,その他,ユーザー7812,1,640,867,1,180
2022/12/21 0:00,その他,ユーザー7824,1,1724,1658,12,180
2022/12/23 0:00,その他,ユーザー7873,1,2259,2237,0,180
2022/12/23 0:00,その他,ユーザー7910,1,338,333,2,180
2022/12/22 0:00,その他,ユーザー7950,1,174,1288,5,180
2022/12/23 0:00,部署 A,ユーザー0002,0,0,1,0,180
2022/12/24 0:00,部署 A,ユーザー0003,0,590,790,0,180
2022/12/24 0:00,部署 A,ユーザー0005,0,4527,3799,108,180
2022/12/23 0:00,部署 A,ユーザー0006,0,3458,3775,0,180
2022/12/23 0:00,部署 A,ユーザー0007,0,0,0,0,180
,部署 A,ユーザー0009,0,0,1,0,180
2022/12/23 0:00,部署 A,ユーザー0010,0,95,229,0,180
2022/12/21 0:00,部署 A,ユーザー0011,0,1021,1263,0,180
2022/12/23 0:00,部署 A,ユーザー0012,0,790,784,0,180
2022/12/23 0:00,部署 A,ユーザー0013,0,107,233,0,180
2022/12/23 0:00,部署 A,ユーザー0015,0,1832,2315,0,180
2022/12/23 0:00,部署 A,ユーザー0016,0,728,740,1,180
,部署 A,ユーザー0017,0,0,3,0,180
2022/12/23 0:00,部署 A,ユーザー0018,0,647,679,1,180
2022/12/23 0:00,部署 A,ユーザー0019,0,0,0,0,180
2022/1/14 0:00,部署 A,ユーザー0020,0,0,0,0,180
2022/12/22 0:00,部署 A,ユーザー0021,0,125,131,0,180
2022/12/23 0:00,部署 A,ユーザー0022,0,459,632,0,180
2022/12/8 0:00,部署 A,ユーザー0023,0,54,616,0,180
,部署 A,ユーザー0026,0,0,0,0,180
2022/12/23 0:00,部署 A,ユーザー0027,0,228,227,0,180
,部署 A,ユーザー0028,0,0,0,0,180
2022/12/23 0:00,部署 A,ユーザー0029,0,2270,2280,0,180
2022/12/23 0:00,部署 A,ユーザー0030,0,1752,2048,0,180
2022/11/12 0:00,部署 A,ユーザー0031,0,0,302,0,180
2022/12/23 0:00,部署 A,ユーザー0035,0,101,101,0,180
2022/12/23 0:00,部署 A,ユーザー0036,0,1835,1724,1,180
2022/12/24 0:00,部署 A,ユーザー0037,0,1219,1193,1,180
2022/12/23 0:00,部署 A,ユーザー0039,0,312,240,0,180
2022/12/24 0:00,部署 A,ユーザー0040,0,1334,1288,0,180
2022/12/22 0:00,部署 A,ユーザー0041,0,544,577,0,180
,部署 A,ユーザー0042,0,0,0,0,180
2022/12/24 0:00,部署 A,ユーザー0043,0,0,0,0,180
2022/12/23 0:00,部署 A,ユーザー0046,0,457,435,1,180
2022/12/23 0:00,部署 A,ユーザー0047,0,1999,2519,0,180
,部署 A,ユーザー0048,0,0,0,0,180
2022/12/23 0:00,部署 A,ユーザー0052,0,0,1,0,180
2022/11/4 0:00,部署 A,ユーザー0053,0,0,5671,0,180
2022/12/23 0:00,部署 A,ユーザー0055,0,3347,4315,3,180
2022/12/23 0:00,部署 A,ユーザー0056,0,379,654,0,180
2022/12/23 0:00,部署 A,ユーザー0057,0,1010,2111,0,180
2022/12/23 0:00,部署 A,ユーザー0060,0,0,0,0,180
2022/12/23 0:00,部署 A,ユーザー0061,0,0,0,0,180
2022/12/23 0:00,部署 A,ユーザー0062,0,836,835,0,180
2022/12/23 0:00,部署 A,ユーザー0064,0,3604,3418,9,180
2022/12/23 0:00,部署 A,ユーザー0065,0,346,342,0,180
2022/12/23 0:00,部署 A,ユーザー0067,0,199,195,0,180
2022/12/23 0:00,部署 A,ユーザー0068,0,1276,1276,0,180
2022/12/23 0:00,部署 A,ユーザー0070,0,171,184,0,180
2022/12/23 0:00,部署 A,ユーザー0071,0,1101,1719,0,180
2022/12/23 0:00,部署 A,ユーザー0072,0,160,162,0,180
2022/12/23 0:00,部署 A,ユーザー0073,0,0,5,0,180
2022/12/23 0:00,部署 A,ユーザー0074,0,577,670,0,180
2022/12/23 0:00,部署 A,ユーザー0075,0,312,341,0,180
2022/12/23 0:00,部署 A,ユーザー0076,0,859,834,0,180
2022/12/23 0:00,部署 A,ユーザー0077,0,0,1,0,180
2022/12/23 0:00,部署 A,ユーザー0079,0,991,1291,0,180
2022/12/23 0:00,部署 A,ユーザー0081,0,0,2,0,180
2022/12/23 0:00,部署 A,ユーザー0084,0,362,258,4,180
2022/12/23 0:00,部署 A,ユーザー0085,0,316,360,0,180
2022/12/23 0:00,部署 A,ユーザー0086,0,223,342,0,180
2022/12/23 0:00,部署 A,ユーザー0087,0,367,362,0,180
2022/12/23 0:00,部署 A,ユーザー0088,0,289,271,0,180
2022/12/22 0:00,部署 A,ユーザー0090,0,108,207,0,180
2022/12/23 0:00,部署 A,ユーザー0091,0,386,1273,0,180
2022/12/23 0:00,部署 A,ユーザー0092,0,1308,1149,0,180
2022/12/23 0:00,部署 A,ユーザー0093,0,1002,2705,0,180
2022/12/23 0:00,部署 A,ユーザー0094,0,0,0,0,180
2022/12/24 0:00,部署 A,ユーザー0095,0,588,546,13,180
2022/12/23 0:00,部署 A,ユーザー0097,0,3136,3093,0,180
2022/12/23 0:00,部署 A,ユーザー0098,0,2792,3315,43,180
2022/12/23 0:00,部署 A,ユーザー0099,0,1127,1311,1,180
2022/12/24 0:00,部署 A,ユーザー0100,0,6466,8591,0,180
,部署 A,ユーザー0101,0,0,200,0,180
2022/12/23 0:00,部署 A,ユーザー0102,0,626,591,0,180
,部署 A,ユーザー0103,0,0,0,0,180
2022/12/22 0:00,部署 A,ユーザー0104,0,70,65,0,180
2022/12/23 0:00,部署 A,ユーザー0105,0,577,798,0,180
2022/12/23 0:00,部署 A,ユーザー0110,0,1134,1143,0,180
,部署 A,ユーザー0111,0,0,2,0,180
2022/12/23 0:00,部署 A,ユーザー0113,0,486,435,0,180
2022/4/12 0:00,部署 A,ユーザー0114,0,0,400,0,180
2022/12/24 0:00,部署 A,ユーザー0115,0,0,3,0,180
2022/12/23 0:00,部署 A,ユーザー0117,0,1983,2517,3,180
2022/12/23 0:00,部署 A,ユーザー0119,0,260,251,0,180
,部署 A,ユーザー0120,0,0,0,0,180
2022/12/23 0:00,部署 A,ユーザー0121,0,386,370,0,180
2022/9/29 0:00,部署 A,ユーザー0122,0,67,219,1,180
2022/11/6 0:00,部署 A,ユーザー0123,0,8,160,0,180
2022/12/23 0:00,部署 A,ユーザー0125,0,753,1220,0,180
2022/11/11 0:00,部署 A,ユーザー0126,0,0,71,0,180
2022/12/23 0:00,部署 A,ユーザー0127,0,233,315,0,180
2022/12/23 0:00,部署 A,ユーザー0128,0,0,3,0,180
2022/12/23 0:00,部署 A,ユーザー0129,0,1275,1269,0,180
,部署 A,ユーザー0131,0,0,1,0,180
